Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.000128,0,0x78,0x16,Write,ACK
0.000233,0,0x78,0x20,Write,ACK
0.0019845,1,0x78,0x4F,Write,ACK
0.002089,1,0x78,0xC7,Write,ACK
0.003937,2,0x78,0x1D,Write,ACK
0.004042,2,0x78,0x70,Write,ACK
0.005891,3,0x78,0x3A,Write,ACK
0.005996,3,0x78,0x01,Write,ACK
0.0078455,4,0x78,0x50,Write,ACK
0.00795,4,0x78,0x4F,Write,ACK
0.258127,5,0x78,0x4F,Write,ACK
0.258326,6,0x79,0xC7,Read,NAK
0.2585815,7,0x78,0x50,Write,ACK
0.2587805,8,0x79,0x4F,Read,NAK
0.2590345,9,0x78,0x51,Write,ACK
0.259233,10,0x79,0x15,Read,NAK
0.2594855,11,0x78,0x52,Write,ACK
0.2596845,12,0x79,0x1C,Read,NAK
0.259937,13,0x78,0x46,Write,ACK
0.260136,14,0x79,0x2A,Read,NAK
0.2603875,15,0x78,0x48,Write,ACK
0.2605865,16,0x79,0x23,Read,NAK
0.2608395,17,0x78,0x49,Write,ACK
0.261038,18,0x79,0x63,Read,NAK
0.2612905,19,0x78,0x4A,Write,ACK
0.261489,20,0x79,0x07,Read,NAK
0.261741,21,0x78,0x4B,Write,ACK
0.2619395,22,0x79,0xC7,Read,NAK
0.2621915,23,0x78,0x4C,Write,ACK
0.2623905,24,0x79,0xC7,Read,NAK
0.262642,25,0x78,0x4D,Write,ACK
0.262841,26,0x79,0xC7,Read,NAK
0.2630925,27,0x78,0x4E,Write,ACK
0.2632915,28,0x79,0x5C,Read,NAK
0.263543,29,0x78,0x03,Write,ACK
0.263742,30,0x79,0xDC,Read,NAK
0.263993,31,0x78,0x03,Write,ACK
0.264192,32,0x79,0xDC,Read,NAK
0.264444,33,0x78,0x03,Write,ACK
0.2646425,34,0x79,0xDC,Read,NAK
0.2650345,35,0x78,0x2B,Write,ACK
0.265233,36,0x79,0x20,Read,NAK
0.2654865,37,0x78,0x2B,Write,ACK
0.265579,37,0x78,0x20,Write,ACK
0.2663395,38,0x78,0x17,Write,ACK
0.2665385,39,0x79,0x20,Read,NAK
0.266797,40,0x78,0x2B,Write,ACK
0.266996,41,0x79,0x20,Read,NAK
0.2672495,42,0x78,0x2B,Write,ACK
0.267448,43,0x79,0x20,Read,NAK
0.267699,44,0x78,0x2B,Write,ACK
0.2677915,44,0x78,0x20,Write,ACK
0.268545,45,0x78,0x17,Write,ACK
0.2687435,46,0x79,0x20,Read,NAK
0.2689935,47,0x78,0x17,Write,ACK
0.269086,47,0x78,0x20,Write,ACK
0.2698645,48,0x78,0x16,Write,ACK
0.2700635,49,0x79,0x20,Read,NAK
0.270328,50,0x78,0x16,Write,ACK
0.2704205,50,0x78,0x22,Write,ACK
0.270683,51,0x78,0x1D,Write,ACK
0.270882,52,0x79,0x70,Read,NAK
0.271144,53,0x78,0x1D,Write,ACK
0.2712365,53,0x78,0x70,Write,ACK
0.27201,54,0x78,0x18,Write,ACK
0.272209,55,0x79,0x60,Read,NAK
0.2724595,56,0x78,0x18,Write,ACK
0.272552,56,0x78,0x60,Write,ACK
0.2733065,57,0x78,0x19,Write,ACK
0.2735055,58,0x79,0x3C,Read,NAK
0.273756,59,0x78,0x19,Write,ACK
0.2738485,59,0x78,0x3C,Write,ACK
0.2746035,60,0x78,0x27,Write,ACK
0.2748025,61,0x79,0x28,Read,NAK
0.275053,62,0x78,0x27,Write,ACK
0.2751455,62,0x78,0x28,Write,ACK
0.275902,63,0x78,0x18,Write,ACK
0.276101,64,0x79,0x60,Read,NAK
0.276351,65,0x78,0x18,Write,ACK
0.276444,65,0x78,0x60,Write,ACK
0.2772015,66,0x78,0x33,Write,ACK
0.2774005,67,0x79,0x08,Read,NAK
0.2776565,68,0x78,0x33,Write,ACK
0.277855,69,0x79,0x08,Read,NAK
0.2781065,70,0x78,0x33,Write,ACK
0.278199,70,0x78,0x08,Write,ACK
0.2789535,71,0x78,0x33,Write,ACK
0.2791525,72,0x79,0x08,Read,NAK
0.279403,73,0x78,0x33,Write,ACK
0.2794955,73,0x78,0x08,Write,ACK
0.280254,74,0x78,0x33,Write,ACK
0.280453,75,0x79,0x08,Read,NAK
0.2807075,76,0x78,0x33,Write,ACK
0.280906,77,0x79,0x08,Read,NAK
0.2811565,78,0x78,0x33,Write,ACK
0.281249,78,0x78,0x08,Write,ACK
0.2820045,79,0x78,0x33,Write,ACK
0.282203,80,0x79,0x08,Read,NAK
0.282453,81,0x78,0x33,Write,ACK
0.2825455,81,0x78,0x08,Write,ACK
0.283299,82,0x78,0x33,Write,ACK
0.283498,83,0x79,0x08,Read,NAK
0.283748,84,0x78,0x33,Write,ACK
0.2838405,84,0x78,0x08,Write,ACK
0.284594,85,0x78,0x33,Write,ACK
0.284793,86,0x79,0x08,Read,NAK
0.285043,87,0x78,0x33,Write,ACK
0.2851355,87,0x78,0x08,Write,ACK
0.303593,88,0x78,0x18,Write,ACK
0.303792,89,0x79,0x60,Read,NAK
0.304045,90,0x78,0x18,Write,ACK
0.3041375,90,0x78,0x60,Write,ACK
0.3049025,91,0x78,0x18,Write,ACK
0.3051015,92,0x79,0x60,Read,NAK
0.305352,93,0x78,0x18,Write,ACK
0.3054445,93,0x78,0x60,Write,ACK
0.3062065,94,0x78,0x18,Write,ACK
0.3064055,95,0x79,0x60,Read,NAK
0.3066555,96,0x78,0x18,Write,ACK
0.306748,96,0x78,0x60,Write,ACK
0.307508,97,0x78,0x18,Write,ACK
0.307707,98,0x79,0x60,Read,NAK
0.3079585,99,0x78,0x18,Write,ACK
0.308051,99,0x78,0x60,Write,ACK
0.333857,100,0x78,0x18,Write,ACK
0.334056,101,0x79,0x60,Read,NAK
0.3343085,102,0x78,0x18,Write,ACK
0.334401,102,0x78,0x60,Write,ACK
0.3351655,103,0x78,0x18,Write,ACK
0.3353645,104,0x79,0x60,Read,NAK
0.3356165,105,0x78,0x18,Write,ACK
0.335709,105,0x78,0x60,Write,ACK
0.3364705,106,0x78,0x18,Write,ACK
0.3366695,107,0x79,0x60,Read,NAK
0.33692,108,0x78,0x18,Write,ACK
0.3370125,108,0x78,0x60,Write,ACK
0.3377745,109,0x78,0x18,Write,ACK
0.3379735,110,0x79,0x60,Read,NAK
0.3382235,111,0x78,0x18,Write,ACK
0.338316,111,0x78,0x60,Write,ACK
0.3886395,112,0x78,0x18,Write,ACK
0.3888385,113,0x79,0x60,Read,NAK
0.389093,114,0x78,0x18,Write,ACK
0.389186,114,0x78,0x60,Write,ACK
0.389953,115,0x78,0x18,Write,ACK
0.390152,116,0x79,0x60,Read,NAK
0.3904045,117,0x78,0x18,Write,ACK
0.390497,117,0x78,0x60,Write,ACK
0.3912615,118,0x78,0x18,Write,ACK
0.3914605,119,0x79,0x60,Read,NAK
0.391712,120,0x78,0x18,Write,ACK
0.3918045,120,0x78,0x60,Write,ACK
0.392566,121,0x78,0x18,Write,ACK
0.3927645,122,0x79,0x60,Read,NAK
0.3930165,123,0x78,0x18,Write,ACK
0.393109,123,0x78,0x60,Write,ACK
0.444298,124,0x78,0x18,Write,ACK
0.444497,125,0x79,0x60,Read,NAK
0.4447485,126,0x78,0x18,Write,ACK
0.444841,126,0x78,0x60,Write,ACK
0.460684,127,0x78,0x18,Write,ACK
0.4608825,128,0x79,0x60,Read,NAK
0.461135,129,0x78,0x18,Write,ACK
0.4612275,129,0x78,0x60,Write,ACK
0.461993,130,0x78,0x18,Write,ACK
0.4621915,131,0x79,0x60,Read,NAK
0.4624435,132,0x78,0x18,Write,ACK
0.462536,132,0x78,0x60,Write,ACK
0.4632985,133,0x78,0x18,Write,ACK
0.4634975,134,0x79,0x60,Read,NAK
0.46375,135,0x78,0x18,Write,ACK
0.4638425,135,0x78,0x60,Write,ACK
0.464604,136,0x78,0x18,Write,ACK
0.464803,137,0x79,0x60,Read,NAK
0.4650535,138,0x78,0x18,Write,ACK
0.465146,138,0x78,0x60,Write,ACK
0.4659455,139,0xD4,0x30,Write,ACK
0.4661805,140,0xD5,0x02,Read,NAK
0.466439,141,0xD4,0x30,Write,ACK
0.4665315,141,0xD4,0x82,Write,ACK
0.4667865,142,0xD4,0x30,Write,ACK
0.467019,143,0xD5,0x82,Read,NAK
0.467274,144,0xD4,0x30,Write,ACK
0.4673665,144,0xD4,0x82,Write,ACK
0.46762,145,0xD4,0x08,Write,ACK
0.4678525,146,0xD5,0x08,Read,NAK
0.4681065,147,0xD4,0x08,Write,ACK
0.468199,147,0xD4,0x08,Write,ACK
0.468452,148,0xD4,0x30,Write,ACK
0.4686845,149,0xD5,0x82,Read,NAK
0.4689385,150,0xD4,0x30,Write,ACK
0.469031,150,0xD4,0x02,Write,ACK
0.4692845,151,0xD4,0x30,Write,ACK
0.469517,152,0xD5,0x02,Read,NAK
0.469771,153,0xD4,0x30,Write,ACK
0.4698635,153,0xD4,0x82,Write,ACK
0.470117,154,0xD4,0x30,Write,ACK
0.4703495,155,0xD5,0x82,Read,NAK
0.4706035,156,0xD4,0x30,Write,ACK
0.470696,156,0xD4,0x82,Write,ACK
0.4709485,157,0xD4,0x30,Write,ACK
0.471181,158,0xD5,0x82,Read,NAK
0.471435,159,0xD4,0x30,Write,ACK
0.4715275,159,0xD4,0x02,Write,ACK
0.4717915,160,0xD4,0x30,Write,ACK
0.472024,161,0xD5,0x02,Read,NAK
0.4722775,162,0xD4,0x30,Write,ACK
0.4723705,162,0xD4,0x82,Write,ACK
0.4726235,163,0xD4,0x06,Write,ACK
0.4728565,164,0xD5,0x71,Read,NAK
0.47311,165,0xD4,0x06,Write,ACK
0.4732025,165,0xD4,0x71,Write,ACK
0.473456,166,0xD4,0x30,Write,ACK
0.4736885,167,0xD5,0x82,Read,NAK
0.473943,168,0xD4,0x30,Write,ACK
0.4740355,168,0xD4,0x02,Write,ACK
0.474313,169,0x78,0x0B,Write,ACK
0.474512,170,0x79,0x0C,Read,NAK
0.474768,171,0x78,0x0C,Write,ACK
0.474967,172,0x79,0x00,Read,NAK
0.4752205,173,0x78,0x15,Write,ACK
0.475419,174,0x79,0x00,Read,NAK
0.4756865,175,0x78,0x18,Write,ACK
0.4758855,176,0x79,0x60,Read,NAK
0.476136,177,0x78,0x18,Write,ACK
0.4762285,177,0x78,0x60,Write,ACK
0.4770105,178,0xAA,0x2C,Write,ACK
0.477464,179,0xAB,0x43,Read,NAK
0.480751,180,0x78,0x18,Write,ACK
0.4809495,181,0x79,0x60,Read,NAK
0.481202,182,0x78,0x18,Write,ACK
0.4812945,182,0x78,0x60,Write,ACK
0.5681965,183,0x78,0x29,Write,ACK
0.5683955,184,0x79,0x29,Read,NAK
0.5686495,185,0x78,0x29,Write,ACK
0.568742,185,0x78,0x2C,Write,ACK
0.6814075,186,0x78,0x29,Write,ACK
0.681606,187,0x79,0x2C,Read,NAK
0.6818605,188,0x78,0x29,Write,ACK
0.681953,188,0x78,0x2C,Write,ACK
0.7674205,189,0x78,0x16,Write,ACK
0.767619,190,0x79,0x22,Read,NAK
0.767887,191,0x78,0x16,Write,ACK
0.7679795,191,0x78,0x22,Write,ACK
0.768245,192,0x78,0x1D,Write,ACK
0.7684435,193,0x79,0x70,Read,NAK
0.7687075,194,0x78,0x1D,Write,ACK
0.7688,194,0x78,0x70,Write,ACK
0.7695845,195,0x78,0x18,Write,ACK
0.769783,196,0x79,0x60,Read,NAK
0.770031,197,0x78,0x18,Write,ACK
0.7701235,197,0x78,0x60,Write,ACK
0.7708835,198,0x78,0x18,Write,ACK
0.771082,199,0x79,0x60,Read,NAK
0.771328,200,0x78,0x18,Write,ACK
0.7714205,200,0x78,0x60,Write,ACK
0.7721755,201,0x78,0x18,Write,ACK
0.7723745,202,0x79,0x60,Read,NAK
0.772621,203,0x78,0x18,Write,ACK
0.7727135,203,0x78,0x60,Write,ACK
0.773467,204,0x78,0x18,Write,ACK
0.773666,205,0x79,0x60,Read,NAK
0.773912,206,0x78,0x18,Write,ACK
0.7740045,206,0x78,0x60,Write,ACK
0.7748015,207,0x78,0x29,Write,ACK
0.7750005,208,0x79,0x2C,Read,NAK
0.775247,209,0x78,0x29,Write,ACK
0.7753395,209,0x78,0x2C,Write,ACK
0.8586725,210,0x78,0x18,Write,ACK
0.8588715,211,0x79,0x60,Read,NAK
0.8591185,212,0x78,0x18,Write,ACK
0.859211,212,0x78,0x60,Write,ACK
0.859977,213,0x78,0x18,Write,ACK
0.8601755,214,0x79,0x60,Read,NAK
0.860422,215,0x78,0x18,Write,ACK
0.8605145,215,0x78,0x60,Write,ACK
0.861275,216,0x78,0x18,Write,ACK
0.861474,217,0x79,0x60,Read,NAK
0.8617205,218,0x78,0x18,Write,ACK
0.861813,218,0x78,0x60,Write,ACK
0.8625765,219,0x78,0x18,Write,ACK
0.8627755,220,0x79,0x60,Read,NAK
0.8630215,221,0x78,0x18,Write,ACK
0.863114,221,0x78,0x60,Write,ACK
0.8638765,222,0x78,0x18,Write,ACK
0.8640755,223,0x79,0x60,Read,NAK
0.864322,224,0x78,0x18,Write,ACK
0.8644145,224,0x78,0x60,Write,ACK
0.8651765,225,0x78,0x18,Write,ACK
0.865375,226,0x79,0x60,Read,NAK
0.865621,227,0x78,0x18,Write,ACK
0.8657135,227,0x78,0x60,Write,ACK
0.8664735,228,0x78,0x18,Write,ACK
0.8666725,229,0x79,0x60,Read,NAK
0.866917,230,0x78,0x18,Write,ACK
0.8670095,230,0x78,0x60,Write,ACK
0.8677705,231,0x78,0x18,Write,ACK
0.8679695,232,0x79,0x60,Read,NAK
0.868216,233,0x78,0x18,Write,ACK
0.8683085,233,0x78,0x60,Write,ACK
0.869069,234,0x78,0x18,Write,ACK
0.8692675,235,0x79,0x60,Read,NAK
0.8695135,236,0x78,0x18,Write,ACK
0.869606,236,0x78,0x60,Write,ACK
0.8703675,237,0x78,0x18,Write,ACK
0.870566,238,0x79,0x60,Read,NAK
0.8708125,239,0x78,0x18,Write,ACK
0.870905,239,0x78,0x60,Write,ACK
0.871666,240,0x78,0x18,Write,ACK
0.8718645,241,0x79,0x60,Read,NAK
0.87211,242,0x78,0x18,Write,ACK
0.8722025,242,0x78,0x60,Write,ACK
0.8729625,243,0x78,0x18,Write,ACK
0.8731615,244,0x79,0x60,Read,NAK
0.873406,245,0x78,0x18,Write,ACK
0.8734985,245,0x78,0x60,Write,ACK
0.8742595,246,0x78,0x18,Write,ACK
0.874458,247,0x79,0x60,Read,NAK
0.8747035,248,0x78,0x18,Write,ACK
0.874796,248,0x78,0x60,Write,ACK
0.875559,249,0x78,0x18,Write,ACK
0.8757575,250,0x79,0x60,Read,NAK
0.8760035,251,0x78,0x18,Write,ACK
0.876096,251,0x78,0x60,Write,ACK
0.876856,252,0x78,0x18,Write,ACK
0.8770545,253,0x79,0x60,Read,NAK
0.8773005,254,0x78,0x18,Write,ACK
0.877393,254,0x78,0x60,Write,ACK
0.8781555,255,0x78,0x18,Write,ACK
0.878354,256,0x79,0x60,Read,NAK
0.8785995,257,0x78,0x18,Write,ACK
0.878692,257,0x78,0x60,Write,ACK
0.879454,258,0x78,0x18,Write,ACK
0.879653,259,0x79,0x60,Read,NAK
0.8798975,260,0x78,0x18,Write,ACK
0.87999,260,0x78,0x60,Write,ACK
0.880751,261,0x78,0x18,Write,ACK
0.88095,262,0x79,0x60,Read,NAK
0.8811955,263,0x78,0x18,Write,ACK
0.8812885,263,0x78,0x60,Write,ACK
0.8820495,264,0x78,0x18,Write,ACK
0.8822485,265,0x79,0x60,Read,NAK
0.8824935,266,0x78,0x18,Write,ACK
0.882586,266,0x78,0x60,Write,ACK
0.8833475,267,0x78,0x18,Write,ACK
0.8835465,268,0x79,0x60,Read,NAK
0.883792,269,0x78,0x18,Write,ACK
0.8838845,269,0x78,0x60,Write,ACK
0.8846455,270,0x78,0x18,Write,ACK
0.884844,271,0x79,0x60,Read,NAK
0.885089,272,0x78,0x18,Write,ACK
0.8851815,272,0x78,0x60,Write,ACK
0.8859445,273,0x78,0x18,Write,ACK
0.8861435,274,0x79,0x60,Read,NAK
0.8863895,275,0x78,0x18,Write,ACK
0.886482,275,0x78,0x60,Write,ACK
0.8872445,276,0x78,0x18,Write,ACK
0.8874435,277,0x79,0x60,Read,NAK
0.8876895,278,0x78,0x18,Write,ACK
0.887782,278,0x78,0x60,Write,ACK
0.8885435,279,0x78,0x18,Write,ACK
0.888742,280,0x79,0x60,Read,NAK
0.888988,281,0x78,0x18,Write,ACK
0.8890805,281,0x78,0x60,Write,ACK
0.8898415,282,0x78,0x18,Write,ACK
0.89004,283,0x79,0x60,Read,NAK
0.8902865,284,0x78,0x18,Write,ACK
0.890379,284,0x78,0x60,Write,ACK
0.891139,285,0x78,0x18,Write,ACK
0.891338,286,0x79,0x60,Read,NAK
0.891585,287,0x78,0x18,Write,ACK
0.8916775,287,0x78,0x60,Write,ACK
0.892438,288,0x78,0x18,Write,ACK
0.892637,289,0x79,0x60,Read,NAK
0.892883,290,0x78,0x18,Write,ACK
0.8929755,290,0x78,0x60,Write,ACK
0.8937365,291,0x78,0x18,Write,ACK
0.8939355,292,0x79,0x60,Read,NAK
0.894181,293,0x78,0x18,Write,ACK
0.8942735,293,0x78,0x60,Write,ACK
0.895036,294,0x78,0x18,Write,ACK
0.8952345,295,0x79,0x60,Read,NAK
0.895482,296,0x78,0x18,Write,ACK
0.8955745,296,0x78,0x60,Write,ACK
0.896335,297,0x78,0x18,Write,ACK
0.896534,298,0x79,0x60,Read,NAK
0.896779,299,0x78,0x18,Write,ACK
0.896872,299,0x78,0x60,Write,ACK
0.8976325,300,0x78,0x18,Write,ACK
0.8978315,301,0x79,0x60,Read,NAK
0.898077,302,0x78,0x18,Write,ACK
0.8981695,302,0x78,0x60,Write,ACK
0.89893,303,0x78,0x18,Write,ACK
0.8991285,304,0x79,0x60,Read,NAK
0.899374,305,0x78,0x18,Write,ACK
0.8994665,305,0x78,0x60,Write,ACK
0.9002275,306,0x78,0x18,Write,ACK
0.900426,307,0x79,0x60,Read,NAK
0.900672,308,0x78,0x18,Write,ACK
0.9007645,308,0x78,0x60,Write,ACK
0.901526,309,0x78,0x18,Write,ACK
0.9017245,310,0x79,0x60,Read,NAK
0.9019705,311,0x78,0x18,Write,ACK
0.902063,311,0x78,0x60,Write,ACK
0.9028235,312,0x78,0x18,Write,ACK
0.903022,313,0x79,0x60,Read,NAK
0.9032675,314,0x78,0x18,Write,ACK
0.90336,314,0x78,0x60,Write,ACK
0.90412,315,0x78,0x18,Write,ACK
0.904319,316,0x79,0x60,Read,NAK
0.904563,317,0x78,0x18,Write,ACK
0.904656,317,0x78,0x60,Write,ACK
0.9054185,318,0x78,0x18,Write,ACK
0.905617,319,0x79,0x60,Read,NAK
0.9058625,320,0x78,0x18,Write,ACK
0.905955,320,0x78,0x60,Write,ACK
0.906717,321,0x78,0x18,Write,ACK
0.906916,322,0x79,0x60,Read,NAK
0.9071615,323,0x78,0x18,Write,ACK
0.907254,323,0x78,0x60,Write,ACK
0.908016,324,0x78,0x18,Write,ACK
0.908215,325,0x79,0x60,Read,NAK
0.9084605,326,0x78,0x18,Write,ACK
0.908553,326,0x78,0x60,Write,ACK
0.909314,327,0x78,0x18,Write,ACK
0.9095125,328,0x79,0x60,Read,NAK
0.9097585,329,0x78,0x18,Write,ACK
0.9098515,329,0x78,0x60,Write,ACK
0.910611,330,0x78,0x18,Write,ACK
0.9108095,331,0x79,0x60,Read,NAK
0.9110555,332,0x78,0x18,Write,ACK
0.911148,332,0x78,0x60,Write,ACK
0.9119095,333,0x78,0x18,Write,ACK
0.9121085,334,0x79,0x60,Read,NAK
0.912355,335,0x78,0x18,Write,ACK
0.9124475,335,0x78,0x60,Write,ACK
0.913209,336,0x78,0x18,Write,ACK
0.913408,337,0x79,0x60,Read,NAK
0.9136535,338,0x78,0x18,Write,ACK
0.913746,338,0x78,0x60,Write,ACK
0.9145075,339,0x78,0x18,Write,ACK
0.9147065,340,0x79,0x60,Read,NAK
0.9149525,341,0x78,0x18,Write,ACK
0.915045,341,0x78,0x60,Write,ACK
0.915806,342,0x78,0x18,Write,ACK
0.916005,343,0x79,0x60,Read,NAK
0.916251,344,0x78,0x18,Write,ACK
0.9163435,344,0x78,0x60,Write,ACK
0.917106,345,0x78,0x18,Write,ACK
0.9173045,346,0x79,0x60,Read,NAK
0.9175505,347,0x78,0x18,Write,ACK
0.917643,347,0x78,0x60,Write,ACK
0.918405,348,0x78,0x18,Write,ACK
0.918604,349,0x79,0x60,Read,NAK
0.9188495,350,0x78,0x18,Write,ACK
0.918942,350,0x78,0x60,Write,ACK
0.9197035,351,0x78,0x18,Write,ACK
0.919902,352,0x79,0x60,Read,NAK
0.920148,353,0x78,0x18,Write,ACK
0.9202405,353,0x78,0x60,Write,ACK
0.921001,354,0x78,0x18,Write,ACK
0.9211995,355,0x79,0x60,Read,NAK
0.921446,356,0x78,0x18,Write,ACK
0.9215385,356,0x78,0x60,Write,ACK
0.922299,357,0x78,0x18,Write,ACK
0.922498,358,0x79,0x60,Read,NAK
0.9227435,359,0x78,0x18,Write,ACK
0.922836,359,0x78,0x60,Write,ACK
0.923597,360,0x78,0x18,Write,ACK
0.923796,361,0x79,0x60,Read,NAK
0.9240415,362,0x78,0x18,Write,ACK
0.924134,362,0x78,0x60,Write,ACK
0.924894,363,0x78,0x18,Write,ACK
0.9250925,364,0x79,0x60,Read,NAK
0.925338,365,0x78,0x18,Write,ACK
0.9254305,365,0x78,0x60,Write,ACK
0.9261915,366,0x78,0x18,Write,ACK
0.92639,367,0x79,0x60,Read,NAK
0.9266355,368,0x78,0x18,Write,ACK
0.926728,368,0x78,0x60,Write,ACK
0.9274895,369,0x78,0x18,Write,ACK
0.9276885,370,0x79,0x60,Read,NAK
0.927934,371,0x78,0x18,Write,ACK
0.9280265,371,0x78,0x60,Write,ACK
0.9287875,372,0x78,0x18,Write,ACK
0.928986,373,0x79,0x60,Read,NAK
0.929231,374,0x78,0x18,Write,ACK
0.9293235,374,0x78,0x60,Write,ACK
0.9300845,375,0x78,0x18,Write,ACK
0.9302835,376,0x79,0x60,Read,NAK
0.930529,377,0x78,0x18,Write,ACK
0.9306215,377,0x78,0x60,Write,ACK
0.931385,378,0x78,0x18,Write,ACK
0.931584,379,0x79,0x60,Read,NAK
0.93183,380,0x78,0x18,Write,ACK
0.9319225,380,0x78,0x60,Write,ACK
0.9326845,381,0x78,0x18,Write,ACK
0.932883,382,0x79,0x60,Read,NAK
0.933129,383,0x78,0x18,Write,ACK
0.9332215,383,0x78,0x60,Write,ACK
0.9339835,384,0x78,0x18,Write,ACK
0.9341825,385,0x79,0x60,Read,NAK
0.934429,386,0x78,0x18,Write,ACK
0.9345215,386,0x78,0x60,Write,ACK
0.935282,387,0x78,0x18,Write,ACK
0.935481,388,0x79,0x60,Read,NAK
0.935727,389,0x78,0x18,Write,ACK
0.9358195,389,0x78,0x60,Write,ACK
0.93658,390,0x78,0x18,Write,ACK
0.936779,391,0x79,0x60,Read,NAK
0.937025,392,0x78,0x18,Write,ACK
0.9371175,392,0x78,0x60,Write,ACK
0.937878,393,0x78,0x18,Write,ACK
0.938077,394,0x79,0x60,Read,NAK
0.938323,395,0x78,0x18,Write,ACK
0.9384155,395,0x78,0x60,Write,ACK
0.9391785,396,0x78,0x18,Write,ACK
0.9393775,397,0x79,0x60,Read,NAK
0.939623,398,0x78,0x18,Write,ACK
0.9397155,398,0x78,0x60,Write,ACK
0.9404765,399,0x78,0x18,Write,ACK
0.9406755,400,0x79,0x60,Read,NAK
0.94092,401,0x78,0x18,Write,ACK
0.9410125,401,0x78,0x60,Write,ACK
0.9417735,402,0x78,0x18,Write,ACK
0.9419725,403,0x79,0x60,Read,NAK
0.9422185,404,0x78,0x18,Write,ACK
0.942311,404,0x78,0x60,Write,ACK
0.943072,405,0x78,0x18,Write,ACK
0.9432705,406,0x79,0x60,Read,NAK
0.943518,407,0x78,0x18,Write,ACK
0.9436105,407,0x78,0x60,Write,ACK
0.944373,408,0x78,0x18,Write,ACK
0.944572,409,0x79,0x60,Read,NAK
0.9448195,410,0x78,0x18,Write,ACK
0.944912,410,0x78,0x60,Write,ACK
0.945674,411,0x78,0x18,Write,ACK
0.9458725,412,0x79,0x60,Read,NAK
0.946119,413,0x78,0x18,Write,ACK
0.9462115,413,0x78,0x60,Write,ACK
0.9469725,414,0x78,0x18,Write,ACK
0.947171,415,0x79,0x60,Read,NAK
0.947417,416,0x78,0x18,Write,ACK
0.94751,416,0x78,0x60,Write,ACK
0.94827,417,0x78,0x18,Write,ACK
0.948469,418,0x79,0x60,Read,NAK
0.948715,419,0x78,0x18,Write,ACK
0.9488075,419,0x78,0x60,Write,ACK
0.9495685,420,0x78,0x18,Write,ACK
0.949767,421,0x79,0x60,Read,NAK
0.950013,422,0x78,0x18,Write,ACK
0.9501055,422,0x78,0x60,Write,ACK
0.9508665,423,0x78,0x18,Write,ACK
0.951065,424,0x79,0x60,Read,NAK
0.9513105,425,0x78,0x18,Write,ACK
0.951403,425,0x78,0x60,Write,ACK
0.9521635,426,0x78,0x18,Write,ACK
0.9523625,427,0x79,0x60,Read,NAK
0.9526085,428,0x78,0x18,Write,ACK
0.952701,428,0x78,0x60,Write,ACK
0.9534635,429,0x78,0x18,Write,ACK
0.953662,430,0x79,0x60,Read,NAK
0.953908,431,0x78,0x18,Write,ACK
0.9540005,431,0x78,0x60,Write,ACK
0.9547625,432,0x78,0x18,Write,ACK
0.9549615,433,0x79,0x60,Read,NAK
0.955207,434,0x78,0x18,Write,ACK
0.9552995,434,0x78,0x60,Write,ACK
0.956061,435,0x78,0x18,Write,ACK
0.95626,436,0x79,0x60,Read,NAK
0.9565055,437,0x78,0x18,Write,ACK
0.956598,437,0x78,0x60,Write,ACK
0.95736,438,0x78,0x18,Write,ACK
0.9575585,439,0x79,0x60,Read,NAK
0.9578055,440,0x78,0x18,Write,ACK
0.957898,440,0x78,0x60,Write,ACK
0.9586605,441,0x78,0x18,Write,ACK
0.9588595,442,0x79,0x60,Read,NAK
0.959104,443,0x78,0x18,Write,ACK
0.9591965,443,0x78,0x60,Write,ACK
1.094619,444,0x78,0x18,Write,ACK
1.0948175,445,0x79,0x60,Read,NAK
1.095067,446,0x78,0x18,Write,ACK
1.0951595,446,0x78,0x60,Write,ACK
1.095924,447,0x78,0x18,Write,ACK
1.0961225,448,0x79,0x60,Read,NAK
1.0963705,449,0x78,0x18,Write,ACK
1.096463,449,0x78,0x60,Write,ACK
1.097219,450,0x78,0x18,Write,ACK
1.097418,451,0x79,0x60,Read,NAK
1.097664,452,0x78,0x18,Write,ACK
1.0977565,452,0x78,0x60,Write,ACK
1.0985105,453,0x78,0x18,Write,ACK
1.098709,454,0x79,0x60,Read,NAK
1.0989535,455,0x78,0x18,Write,ACK
1.0990465,455,0x78,0x60,Write,ACK
2.907134,456,0x78,0x5C,Write,ACK
2.9072225,457,0x79,0x23,Read,NAK
2.9074035,458,0x78,0x36,Write,ACK
2.907483,459,0x79,0x02,Read,ACK
2.907509,459,0x79,0x02,Read,ACK
2.907535,459,0x79,0x00,Read,ACK
2.907561,459,0x79,0x00,Read,ACK
2.907587,459,0x79,0x01,Read,ACK
2.9076135,459,0x79,0x02,Read,ACK
2.9076395,459,0x79,0x06,Read,ACK
2.9076655,459,0x79,0x02,Read,NAK
2.907768,460,0x78,0x3E,Write,ACK
2.907846,461,0x79,0x00,Read,NAK
2.907949,462,0x78,0x3F,Write,ACK
2.908026,463,0x79,0x00,Read,NAK
2.908128,464,0x78,0x40,Write,ACK
2.908205,465,0x79,0x1C,Read,NAK
2.9083765,466,0x78,0x36,Write,ACK
2.9084025,466,0x78,0x01,Write,ACK
2.9085065,467,0x78,0x38,Write,ACK
